        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
#            s             mB             ?C              %            m/s              ?              m
# ---------------------------------------------------------------------------------------------------------
           52,0         920,88         +16,70          59,12            7,7            221          258,6
           53,0         920,32         +16,65          58,98            7,8            221          263,8
           54,0         919,77         +16,60          58,84            7,8            221          268,9
           55,0         919,23         +16,59          59,01            7,8            221          273,9
           56,0         918,69         +16,52          59,31            7,6            221          278,9
           57,0         918,16         +16,47          59,72            7,5            221          283,8
           58,0         917,64         +16,43          59,75            7,4            220          288,6
           59,0         917,13         +16,40          59,59            7,4            219          293,4
           60,0         916,62         +16,35          59,34            7,5            219          298,1
           61,0         916,13         +16,31          59,65            7,5            218          302,7
           62,0         915,64         +16,29          59,79            7,6            218          307,2
           63,0         915,16         +16,25          59,99            7,6            218          311,7
           64,0         914,67         +16,20          60,27            7,5            219          316,3
           65,0         914,17         +16,15          60,71            7,4            220          320,9
           66,0         913,67         +16,09          61,16            7,3            221          325,6
           67,0         913,18         +16,04          61,41            7,3            221          330,1
           68,0         912,70         +15,98          61,75            7,4            220          334,6
           69,0         912,24         +15,96          61,88            7,4            220          338,9
           70,0         911,78         +15,91          61,99            7,3            220          343,2
           71,0         911,32         +15,89          61,96            7,3            220          347,4
           72,0         910,87         +15,83          61,54            7,3            219          351,6
           73,0         910,43         +15,79          61,19            7,2            218          355,8
           74,0         909,98         +15,77          60,82            7,2            217          360,0
           75,0         909,52         +15,74          60,95            7,1            217          364,3
           76,0         909,06         +15,71          61,21            7,1            217          368,5
           77,0         908,60         +15,67          61,52            7,2            217          372,8
           78,0         908,15         +15,64          61,61            7,3            217          377,1
           79,0         907,69         +15,60          61,61            7,4            217          381,4
           80,0         907,24         +15,57          61,67            7,5            217          385,6
           81,0         906,80         +15,53          61,43            7,5            218          389,7
           82,0         906,37         +15,49          61,62            7,5            219          393,7
           83,0         905,93         +15,46          62,01            7,4            220          397,8
           84,0         905,49         +15,43          62,28            7,4            220          402,0
           85,0         905,05         +15,40          62,65            7,3            220          406,0
           86,0         904,62         +15,35          62,72            7,2            219          410,2
           87,0         904,18         +15,32          62,76            7,1            219          414,2
           88,0         903,76         +15,29          62,86            7,0            218          418,2
           89,0         903,35         +15,22          63,09            7,0            217          422,1
           90,0         902,94         +15,16          63,27            6,9            217          425,8
           91,0         902,55         +15,12          63,54            6,8            217          429,5
           92,0         902,16         +15,07          63,82            6,7            217          433,2
           93,0         901,77         +15,04          64,13            6,6            217          436,8
           94,0         901,38         +15,04          64,17            6,6            217          440,5
           95,0         900,99         +15,02          64,10            6,7            217          444,2
           96,0         900,61         +14,96          64,46            6,8            218          447,7
           97,0         900,24         +14,90          64,84            6,9            219          451,3
           98,0         899,87         +14,83          65,29            6,9            219          454,7
           99,0         899,51         +14,78          65,25            6,8            220          458,1
          100,0         899,15         +14,76          65,36            6,6            220          461,5
          101,0         898,80         +14,76          65,03            6,5            221          464,8
          102,0         898,46         +14,73          64,29            6,4            222          468,0
          103,0         898,12         +14,75          63,47            6,4            222          471,3
          104,0         897,77         +14,79          62,31            6,4            221          474,5
          105,0         897,41         +14,78          62,91            6,4            221          477,9
          106,0         897,05         +14,79          63,24            6,4            220          481,3
          107,0         896,70         +14,76          63,43            6,4            220          484,6
          108,0         896,35         +14,70          63,98            6,3            220          487,9
          109,0         896,00         +14,69          64,26            6,2            221          491,2
          110,0         895,67         +14,64          64,18            6,2            221          494,3
          111,0         895,35         +14,61          64,45            6,2            221          497,4
          112,0         895,03         +14,57          64,18            6,3            221          500,4
          113,0         894,71         +14,59          63,77            6,3            221          503,4
          114,0         894,38         +14,58          63,49            6,3            222          506,5
          115,0         894,05         +14,58          63,46            6,3            222          509,7
          116,0         893,71         +14,55          63,55            6,2            223          512,9
          117,0         893,37         +14,51          63,63            6,1            223          516,1
          118,0         893,03         +14,46          64,00            6,0            222          519,4
          119,0         892,68         +14,43          63,84            6,0            222          522,6
          120,0         892,34         +14,40          63,89            6,0            221          525,8
          121,0         892,00         +14,38          63,95            6,0            221          529,1
          122,0         891,65         +14,35          64,08            5,9            221          532,4
          123,0         891,30         +14,33          64,25            5,9            220          535,7
          124,0         890,94         +14,31          64,22            5,9            220          539,1
          125,0         890,59         +14,28          64,45            6,0            221          542,4
          126,0         890,24         +14,23          64,62            6,0            221          545,7
          127,0         889,90         +14,22          64,86            6,1            222          549,0
          128,0         889,56         +14,14          65,43            6,1            223          552,2
          129,0         889,23         +14,08          65,76            6,1            223          555,3
          130,0         888,91         +14,06          65,51            6,1            223          558,4
          131,0         888,59         +14,03          65,41            6,1            223          561,4
          132,0         888,27         +14,01          65,53            6,1            222          564,5
          133,0         887,95         +14,01          65,42            6,0            222          567,5
          134,0         887,63         +13,98          65,49            5,9            221          570,6
          135,0         887,30         +13,94          65,38            5,8            221          573,7
          136,0         886,96         +13,93          65,54            5,7            221          576,9
          137,0         886,63         +13,90          65,72            5,7            221          580,1
          138,0         886,29         +13,88          65,74            5,8            222          583,3
          139,0         885,96         +13,85          66,01            5,8            221          586,5
          140,0         885,63         +13,81          66,28            5,9            220          589,6
          141,0         885,31         +13,75          66,14            6,0            220          592,7
          142,0         884,99         +13,76          66,15            5,9            219          595,7
          143,0         884,67         +13,74          66,13            5,9            218          598,8
          144,0         884,34         +13,72          66,28            5,8            218          601,8
          145,0         884,01         +13,70          66,39            5,7            218          605,0
          146,0         883,68         +13,67          66,42            5,6            219          608,1
          147,0         883,36         +13,64          66,44            5,7            219          611,3
          148,0         883,03         +13,61          66,01            5,7            219          614,4
          149,0         882,71         +13,61          65,48            5,7            219          617,5
          150,0         882,38         +13,66          64,93            5,6            219          620,6
          151,0         882,05         +13,64          64,34            5,5            219          623,7
          152,0         881,72         +13,65          64,77            5,4            219          626,9
          153,0         881,38         +13,61          64,78            5,3            219          630,1
          154,0         881,04         +13,63          64,78            5,2            219          633,4
          155,0         880,69         +13,61          65,04            5,3            219          636,7
          156,0         880,34         +13,59          65,27            5,4            219          640,1
          157,0         880,00         +13,55          65,43            5,4            219          643,4
          158,0         879,65         +13,51          65,51            5,3            219          646,7
          159,0         879,30         +13,47          65,58            5,2            218          650,0
          160,0         878,96         +13,45          65,60            5,1            218          653,4
          161,0         878,61         +13,41          65,54            5,0            217          656,6
          162,0         878,27         +13,39          65,56            5,0            217          659,9
          163,0         877,93         +13,38          65,56            5,0            216          663,2
          164,0         877,59         +13,37          65,71            5,0            216          666,5
          165,0         877,25         +13,33          66,03            4,9            215          669,7
          166,0         876,91         +13,27          66,09            4,9            215          673,0
          167,0         876,57         +13,25          66,10            4,8            214          676,2
          168,0         876,23         +13,20          65,89            4,7            214          679,5
          169,0         875,89         +13,21          65,56            4,6            213          682,8
          170,0         875,54         +13,19          65,49            4,6            213          686,1
          171,0         875,21         +13,16          65,69            4,5            212          689,3
          172,0         874,88         +13,15          65,83            4,5            212          692,5
          173,0         874,54         +13,12          65,87            4,5            211          695,7
          174,0         874,21         +13,11          65,83            4,5            211          699,0
          175,0         873,87         +13,06          66,19            4,5            211          702,2
          176,0         873,54         +13,01          66,42            4,5            210          705,4
          177,0         873,20         +12,98          66,57            4,4            209          708,7
          178,0         872,87         +12,97          66,32            4,3            208          711,9
          179,0         872,54         +12,99          66,09            4,2            209          715,1
          180,0         872,21         +12,99          65,94            4,0            209          718,2
          181,0         871,90         +12,97          65,86            3,9            210          721,3
          182,0         871,58         +12,97          65,98            3,8            210          724,3
          183,0         871,26         +12,94          66,07            3,7            210          727,4
          184,0         870,94         +12,92          66,06            3,7            208          730,5
          185,0         870,62         +12,91          66,19            3,6            207          733,5
          186,0         870,31         +12,87          66,33            3,6            206          736,6
          187,0         869,98         +12,86          66,30            3,6            206          739,7
          188,0         869,65         +12,83          66,08            3,6            207          742,9
          189,0         869,32         +12,84          65,59            3,6            208          746,1
          190,0         868,99         +12,87          65,12            3,6            208          749,4
          191,0         868,64         +12,87          64,97            3,5            208          752,7
          192,0         868,29         +12,83          65,29            3,4            207          756,1
          193,0         867,94         +12,79          65,54            3,3            206          759,5
          194,0         867,58         +12,80          65,23            3,2            204          763,0
          195,0         867,21         +12,80          65,04            3,1            203          766,5
          196,0         866,84         +12,79          65,28            3,0            202          770,1
          197,0         866,47         +12,78          65,62            2,9            202          773,8
          198,0         866,09         +12,74          65,95            2,8            202          777,4
          199,0         865,72         +12,70          66,12            2,8            202          781,1
          200,0         865,34         +12,65          66,21            2,7            202          784,7
          201,0         864,97         +12,60          66,33            2,6            202          788,3
          202,0         864,60         +12,55          66,44            2,5            201          791,9
          203,0         864,24         +12,53          66,56            2,4            200          795,4
          204,0         863,87         +12,51          66,45            2,4            200          798,9
          205,0         863,51         +12,48          66,34            2,3            200          802,5
          206,0         863,15         +12,43          66,37            2,2            200          806,0
          207,0         862,79         +12,41          66,55            2,1            200          809,5
          208,0         862,44         +12,40          66,78            2,0            200          812,9
          209,0         862,10         +12,39          66,60            1,9            200          816,2
          210,0         861,76         +12,39          66,51            1,9            201          819,5
          211,0         861,43         +12,38          66,22            1,8            202          822,8
          212,0         861,10         +12,36          65,77            1,7            203          825,9
          213,0         860,78         +12,38          65,70            1,6            205          829,0
          214,0         860,47         +12,35          65,83            1,5            206          832,0
          215,0         860,17         +12,36          65,79            1,4            207          835,0
          216,0         859,87         +12,36          65,54            1,3            207          837,9
          217,0         859,58         +12,38          65,28            1,2            205          840,7
          218,0         859,29         +12,38          65,03            1,1            203          843,5
          219,0         859,01         +12,40          65,02            1,1            201          846,3
          220,0         858,73         +12,37          65,06            1,1            201          849,0
          221,0         858,46         +12,37          65,04            1,1            204          851,7
          222,0         858,19         +12,35          64,83            1,1            207          854,3
          223,0         857,92         +12,35          64,68            1,0            211          857,0
          224,0         857,64         +12,34          64,45            0,9            216          859,8
          225,0         857,35         +12,33          63,93            0,8            219          862,6
          226,0         857,06         +12,35          63,35            0,6            219          865,4
          227,0         856,77         +12,38          62,54            0,4            218          868,3
          228,0         856,48         +12,41          62,13            0,3            215          871,1
          229,0         856,18         +12,43          62,23            0,2            207          874,0
          230,0         855,90         +12,43          62,50            0,1            201          876,8
          231,0         855,60         +12,41          62,55            0,1            217          879,7
          232,0         855,31         +12,40          62,32            0,1            284          882,5
          233,0         855,02         +12,39          62,18            0,2            304          885,4
          234,0         854,73         +12,37          61,78            0,2            330          888,3
          235,0         854,44         +12,36          61,42            0,3            344          891,1
          236,0         854,14         +12,36          61,10            0,4            354          894,0
          237,0         853,85         +12,37          60,85            0,5              0          896,9
          238,0         853,56         +12,36          61,03            0,7              0          899,8
          239,0         853,26         +12,36          60,94            0,8            360          902,7
          240,0         852,96         +12,34          60,90            0,9            360          905,7
          241,0         852,65         +12,37          60,72            1,0              1          908,7
          242,0         852,34         +12,35          60,01            1,0              3          911,7
          243,0         852,03         +12,34          59,36            1,0              5          914,8
          244,0         851,71         +12,39          58,63            1,0              9          918,0
          245,0         851,39         +12,42          58,00            1,0             12          921,1
          246,0         851,07         +12,42          58,25            1,0             12          924,3
          247,0         850,74         +12,40          58,28            1,0             12          927,5
          248,0         850,41         +12,39          57,83            1,1              9          930,8
          249,0         850,08         +12,43          56,93            1,3              8          934,0
          250,0         849,76         +12,45          56,44            1,3              8          937,2
          251,0         849,43         +12,45          56,70            1,4              6          940,4
          252,0         849,10         +12,42          57,01            1,5              5          943,7
          253,0         848,76         +12,40          56,83            1,5              5          947,0
          254,0         848,43         +12,39          56,62            1,6              6          950,3
          255,0         848,09         +12,41          56,51            1,7              7          953,7
          256,0         847,75         +12,40          56,61            1,7              7          957,1
          257,0         847,40         +12,37          57,30            1,7              5          960,5
          258,0         847,06         +12,31          57,45            1,8              4          963,9
          259,0         846,71         +12,25          57,57            1,9              3          967,3
          260,0         846,37         +12,27          57,20            2,0              3          970,7
          261,0         846,01         +12,25          56,99            2,0              4          974,2
          262,0         845,66         +12,18          57,41            2,1              3          977,7
          263,0         845,31         +12,15          57,50            2,2              2          981,2
          264,0         844,95         +12,14          57,16            2,2              1          984,8
          265,0         844,60         +12,11          57,25            2,2            359          988,2
          266,0         844,26         +12,09          57,26            2,2            358          991,7
          267,0         843,91         +12,11          57,23            2,2            357          995,0
          268,0         843,57         +12,11          57,05            2,3            356          998,4
          269,0         843,23         +12,08          57,15            2,4            355         1001,8
          270,0         842,90         +12,04          57,35            2,5            353         1005,1
          271,0         842,58         +12,00          57,54            2,6            352         1008,3
          272,0         842,26         +11,99          57,38            2,6            350         1011,4
          273,0         841,96         +11,95          57,32            2,6            349         1014,5
          274,0         841,66         +11,92          57,15            2,6            347         1017,5
          275,0         841,35         +11,91          57,12            2,6            344         1020,5
          276,0         841,05         +11,89          56,92            2,6            342         1023,6
          277,0         840,75         +11,87          57,09            2,6            341         1026,6
          278,0         840,44         +11,84          56,96            2,6            340         1029,6
          279,0         840,13         +11,84          56,88            2,7            340         1032,7
          280,0         839,82         +11,88          56,12            2,8            340         1035,8
          281,0         839,50         +11,93          55,85            2,8            340         1039,0
          282,0         839,18         +11,93          55,94            2,9            338         1042,2
          283,0         838,85         +11,93          55,96            3,0            337         1045,5
          284,0         838,52         +11,92          55,91            3,0            335         1048,8
          285,0         838,18         +11,89          56,16            3,1            334         1052,1
          286,0         837,85         +11,84          56,68            3,2            334         1055,4
          287,0         837,52         +11,79          56,69            3,3            334         1058,7
          288,0         837,19         +11,74          56,70            3,3            335         1062,1
          289,0         836,86         +11,69          56,68            3,3            336         1065,4
          290,0         836,52         +11,67          56,24            3,3            337         1068,8
          291,0         836,17         +11,63          56,43            3,3            338         1072,2
          292,0         835,82         +11,62          56,61            3,3            338         1075,7
          293,0         835,46         +11,56          56,94            3,2            338         1079,3
          294,0         835,10         +11,51          57,60            3,2            336         1082,9
          295,0         834,73         +11,46          57,74            3,3            335         1086,7
          296,0         834,35         +11,41          57,60            3,3            334         1090,4
          297,0         833,97         +11,36          57,55            3,3            333         1094,3
          298,0         833,58         +11,36          57,27            3,3            333         1098,2
          299,0         833,19         +11,33          57,09            3,2            333         1102,1
          300,0         832,80         +11,30          57,31            3,2            335         1106,0
          301,0         832,40         +11,26          57,43            3,3            336         1110,0
          302,0         832,01         +11,25          57,73            3,3            336         1113,9
          303,0         831,61         +11,23          57,78            3,3            336         1117,9
          304,0         831,22         +11,20          57,81            3,4            336         1121,9
          305,0         830,83         +11,15          58,10            3,4            336         1125,8
          306,0         830,45         +11,09          58,27            3,5            337         1129,6
          307,0         830,07         +11,07          58,71            3,5            337         1133,4
          308,0         829,70         +11,01          58,82            3,5            337         1137,1
          309,0         829,33         +10,96          59,17            3,4            337         1140,8
          310,0         828,96         +10,91          59,28            3,4            337         1144,5
          311,0         828,60         +10,87          59,38            3,4            338         1148,2
          312,0         828,25         +10,81          59,67            3,4            339         1151,7
          313,0         827,90         +10,78          59,86            3,4            339         1155,3
          314,0         827,55         +10,75          59,69            3,5            339         1158,8
          315,0         827,20         +10,72          59,63            3,5            339         1162,3
          316,0         826,85         +10,67          59,62            3,5            339         1165,8
          317,0         826,51         +10,63          59,62            3,5            340         1169,3
          318,0         826,16         +10,60          59,68            3,4            340         1172,8
          319,0         825,82         +10,59          59,79            3,3            341         1176,3
          320,0         825,48         +10,56          60,00            3,3            341         1179,7
          321,0         825,14         +10,54          60,19            3,3            342         1183,1
          322,0         824,81         +10,52          60,17            3,4            343         1186,4
          323,0         824,49         +10,48          60,15            3,6            344         1189,6
          324,0         824,18         +10,46          60,16            3,7            345         1192,8
          325,0         823,86         +10,44          60,24            3,8            346         1196,1
          326,0         823,53         +10,43          60,67            3,8            347         1199,4
          327,0         823,19         +10,42          60,65            3,7            348         1202,8
          328,0         822,86         +10,36          60,52            3,5            348         1206,1
          329,0         822,53         +10,35          60,19            3,4            347         1209,5
          330,0         822,20         +10,32          59,95            3,5            345         1212,9
          331,0         821,86         +10,27          60,20            3,6            343         1216,3
          332,0         821,51         +10,23          60,74            3,8            342         1219,8
          333,0         821,17         +10,21          60,98            4,0            342         1223,3
          334,0         820,81         +10,18          61,41            4,1            342         1226,9
          335,0         820,44         +10,16          61,47            4,2            343         1230,7
          336,0         820,05         +10,12          61,51            4,2            344         1234,6
          337,0         819,66         +10,07          61,61            4,2            346         1238,6
          338,0         819,24         +10,04          61,42            4,2            346         1242,8
          339,0         818,82         +10,02          61,41            4,2            346         1247,1
          340,0         818,40         +10,02          60,99            4,3            344         1251,4
          341,0         817,96         +10,00          60,65            4,3            343         1255,9
          342,0         817,52          +9,97          60,84            4,3            342         1260,4
          343,0         817,08          +9,94          61,12            4,3            342         1264,8
          344,0         816,63          +9,87          61,72            4,3            343         1269,3
          345,0         816,19          +9,83          61,81            4,3            343         1273,9
          346,0         815,74          +9,81          60,83            4,3            343         1278,4
          347,0         815,30          +9,79          60,22            4,3            343         1283,0
          348,0         814,85          +9,77          59,79            4,3            342         1287,5
          349,0         814,40          +9,74          59,59            4,4            341         1292,1
          350,0         813,96          +9,70          60,08            4,4            340         1296,6
          351,0         813,51          +9,67          60,25            4,5            340         1301,2
          352,0         813,06          +9,62          60,63            4,6            340         1305,8
          353,0         812,61          +9,55          60,73            4,6            341         1310,4
          354,0         812,16          +9,50          60,79            4,7            342         1315,0
          355,0         811,71          +9,45          61,01            4,8            343         1319,6
          356,0         811,26          +9,39          61,05            4,9            343         1324,2
          357,0         810,81          +9,34          61,58            4,9            343         1328,8
          358,0         810,36          +9,30          61,60            4,9            343         1333,4
          359,0         809,93          +9,27          61,49            4,9            343         1337,8
          360,0         809,51          +9,25          61,37            5,0            343         1342,1
          361,0         809,10          +9,23          61,12            5,0            342         1346,3
          362,0         808,70          +9,19          61,01            5,0            342         1350,4
          363,0         808,32          +9,17          61,49            5,0            342         1354,3
          364,0         807,95          +9,15          61,88            5,0            341         1358,1
          365,0         807,59          +9,09          61,78            5,1            340         1361,8
          366,0         807,24          +9,05          61,79            5,1            340         1365,4
          367,0         806,88          +9,01          61,86            5,2            340         1369,1
          368,0         806,53          +9,00          62,10            5,3            340         1372,7
          369,0         806,18          +8,97          62,53            5,3            341         1376,2
          370,0         805,83          +8,93          62,73            5,2            342         1379,9
          371,0         805,47          +8,88          62,86            5,2            342         1383,6
          372,0         805,10          +8,86          62,56            5,1            343         1387,4
          373,0         804,73          +8,82          62,54            5,0            343         1391,2
          374,0         804,35          +8,79          62,75            4,9            343         1395,1
          375,0         803,98          +8,77          62,68            4,9            342         1398,9
          376,0         803,61          +8,75          62,62            5,0            341         1402,7
          377,0         803,26          +8,73          62,64            5,1            340         1406,4
          378,0         802,92          +8,68          62,51            5,1            339         1409,8
          379,0         802,58          +8,64          62,71            5,2            339         1413,3
          380,0         802,25          +8,63          62,62            5,2            340         1416,7
          381,0         801,92          +8,58          62,71            5,2            340         1420,1
          382,0         801,61          +8,55          63,26            5,1            340         1423,3
          383,0         801,30          +8,49          63,18            5,1            339         1426,6
          384,0         800,98          +8,46          63,02            5,1            338         1429,8
          385,0         800,66          +8,45          62,35            5,2            338         1433,1
          386,0         800,33          +8,44          62,17            5,2            337         1436,6
          387,0         800,00          +8,42          62,50            5,3            337         1440,0
          388,0         799,65          +8,36          62,84            5,5            337         1443,6
          389,0         799,28          +8,35          63,14            5,5            338         1447,4
          390,0         798,91          +8,31          63,13            5,5            338         1451,2
          391,0         798,54          +8,28          63,50            5,5            338         1455,0
          392,0         798,17          +8,27          63,38            5,4            337         1458,9
          393,0         797,81          +8,25          63,16            5,3            336         1462,6
          394,0         797,45          +8,25          62,87            5,3            335         1466,3
          395,0         797,09          +8,24          62,51            5,4            334         1470,1
          396,0         796,73          +8,23          62,17            5,5            335         1473,8
          397,0         796,37          +8,24          62,36            5,7            336         1477,6
          398,0         796,01          +8,24          62,15            5,8            336         1481,3
          399,0         795,65          +8,19          62,57            5,9            336         1485,1
          400,0         795,28          +8,14          62,76            5,9            335         1488,9
          401,0         794,91          +8,10          62,85            5,8            334         1492,7
          402,0         794,53          +8,04          62,93            5,7            333         1496,6
          403,0         794,15          +7,99          63,20            5,7            332         1500,6
          404,0         793,76          +7,94          63,97            5,6            331         1504,6
          405,0         793,36          +7,89          64,77            5,6            330         1508,8
          406,0         792,95          +7,80          65,68            5,7            330         1513,1
          407,0         792,53          +7,75          65,62            5,8            331         1517,5
          408,0         792,10          +7,73          64,41            5,9            331         1521,9
          409,0         791,67          +7,73          64,06            6,0            332         1526,4
          410,0         791,22          +7,73          64,11            6,1            332         1531,1
          411,0         790,77          +7,70          64,14            6,1            331         1535,7
          412,0         790,34          +7,64          64,21            6,2            330         1540,3
          413,0         789,89          +7,58          64,61            6,2            329         1544,9
          414,0         789,45          +7,54          65,11            6,2            329         1549,5
          415,0         789,02          +7,49          65,06            6,2            328         1554,1
          416,0         788,58          +7,44          65,34            6,3            328         1558,6
          417,0         788,14          +7,41          65,22            6,3            328         1563,3
          418,0         787,68          +7,35          65,56            6,3            328         1568,0
          419,0         787,22          +7,30          65,63            6,4            328         1572,9
          420,0         786,73          +7,25          65,69            6,3            327         1578,0
          421,0         786,24          +7,20          65,65            6,3            327         1583,1
          422,0         785,73          +7,14          66,00            6,4            326         1588,4
          423,0         785,22          +7,10          66,01            6,5            325         1593,8
          424,0         784,71          +7,08          66,11            6,6            325         1599,1
